Samples: 50000, Batch size: 32, Epochs: 3000, Noise: 10 %
Learning rate: 0.001
Eeg Data: data/dipole_area_eeg_50000_1.npy
Target Data: data/dipole_area_locations_50000_1.npy
--------------------------------------------------------------
Epoch    0/2999 | Train: 0.9274706356 | Test: 0.0287581548 

 Target: tensor([0.6924, 0.4158, 0.9602, 0.8193, 0.2590]) 
Predicted: tensor([0.6638, 0.3831, 0.7637, 0.7250, 0.2484], grad_fn=<SelectBackward0>) 

 Target: tensor([0.3684, 0.5542, 0.2400, 0.8228, 0.5239]) 
Predicted: tensor([0.4670, 0.5003, 0.2762, 0.8039, 0.3483], grad_fn=<SelectBackward0>) 

 Target: tensor([0.6605, 0.5638, 0.1673, 0.7067, 0.2869]) 
Predicted: tensor([0.3680, 0.5201, 0.5913, 0.7880, 0.2383], grad_fn=<SelectBackward0>) 

Epoch    1/2999 | Train: 0.9241935894 | Test: 0.0218093768 
Epoch    2/2999 | Train: 0.9273789507 | Test: 0.0189924998 
Epoch    3/2999 | Train: 0.9286229338 | Test: 0.0173777647 
Epoch    4/2999 | Train: 0.9288557313 | Test: 0.0162807639 
Epoch    5/2999 | Train: 0.9286915202 | Test: 0.0154427230 
Epoch    6/2999 | Train: 0.9283142327 | Test: 0.0147677447 
Epoch    7/2999 | Train: 0.9278268510 | Test: 0.0141896639 
Epoch    8/2999 | Train: 0.9272450174 | Test: 0.0136811358 
Epoch    9/2999 | Train: 0.9265824204 | Test: 0.0132339383 
Epoch   10/2999 | Train: 0.9259290536 | Test: 0.0128344939 
Epoch   11/2999 | Train: 0.9252008581 | Test: 0.0124704714 
Epoch   12/2999 | Train: 0.9245294575 | Test: 0.0121406698 
Epoch   13/2999 | Train: 0.9238320720 | Test: 0.0118503405 
Epoch   14/2999 | Train: 0.9231036863 | Test: 0.0115812431 
Epoch   15/2999 | Train: 0.9223568397 | Test: 0.0113377234 
Epoch   16/2999 | Train: 0.9216946769 | Test: 0.0111178251 
Epoch   17/2999 | Train: 0.9210377434 | Test: 0.0109183455 
Epoch   18/2999 | Train: 0.9203331736 | Test: 0.0107353055 
Epoch   19/2999 | Train: 0.9196821458 | Test: 0.0105542028 
Epoch   20/2999 | Train: 0.9190057882 | Test: 0.0103936681 
Epoch   21/2999 | Train: 0.9183875748 | Test: 0.0102484383 
Epoch   22/2999 | Train: 0.9177622731 | Test: 0.0101119388 
Epoch   23/2999 | Train: 0.9171714928 | Test: 0.0099785411 
Epoch   24/2999 | Train: 0.9165684894 | Test: 0.0098589079 
Epoch   25/2999 | Train: 0.9159694268 | Test: 0.0097492655 
Epoch   26/2999 | Train: 0.9154059710 | Test: 0.0096341655 
Epoch   27/2999 | Train: 0.9148570916 | Test: 0.0095291108 
Epoch   28/2999 | Train: 0.9143344058 | Test: 0.0094356673 
Epoch   29/2999 | Train: 0.9137850041 | Test: 0.0093391092 
Epoch   30/2999 | Train: 0.9132387593 | Test: 0.0092526625 
Epoch   31/2999 | Train: 0.9127307260 | Test: 0.0091621342 
Epoch   32/2999 | Train: 0.9122623924 | Test: 0.0090843442 
Epoch   33/2999 | Train: 0.9117058633 | Test: 0.0090084788 
Epoch   34/2999 | Train: 0.9112500567 | Test: 0.0089280088 
Epoch   35/2999 | Train: 0.9107755487 | Test: 0.0088555965 
Epoch   36/2999 | Train: 0.9102637252 | Test: 0.0087873777 
Epoch   37/2999 | Train: 0.9098161932 | Test: 0.0087210300 
Epoch   38/2999 | Train: 0.9093423265 | Test: 0.0086506853 
Epoch   39/2999 | Train: 0.9088623125 | Test: 0.0085834854 
Epoch   40/2999 | Train: 0.9084547280 | Test: 0.0085247526 
Epoch   41/2999 | Train: 0.9080375144 | Test: 0.0084690138 
Epoch   42/2999 | Train: 0.9076150196 | Test: 0.0084051543 
Epoch   43/2999 | Train: 0.9071584471 | Test: 0.0083568764 
Epoch   44/2999 | Train: 0.9067832967 | Test: 0.0082960559 
Epoch   45/2999 | Train: 0.9064145562 | Test: 0.0082514252 
Epoch   46/2999 | Train: 0.9060700867 | Test: 0.0081894870 
Epoch   47/2999 | Train: 0.9056826564 | Test: 0.0081356360 
Epoch   48/2999 | Train: 0.9053423665 | Test: 0.0080908478 
Epoch   49/2999 | Train: 0.9050131482 | Test: 0.0080399410 
Epoch   50/2999 | Train: 0.9046816461 | Test: 0.0079925428 
Epoch   51/2999 | Train: 0.9043572640 | Test: 0.0079500276 
Epoch   52/2999 | Train: 0.9040106975 | Test: 0.0079048760 
Epoch   53/2999 | Train: 0.9037325970 | Test: 0.0078603910 
Epoch   54/2999 | Train: 0.9034373012 | Test: 0.0078159622 
Epoch   55/2999 | Train: 0.9031539867 | Test: 0.0077767067 
Epoch   56/2999 | Train: 0.9028391286 | Test: 0.0077367397 
Epoch   57/2999 | Train: 0.9025512535 | Test: 0.0077000089 
Epoch   58/2999 | Train: 0.9022589089 | Test: 0.0076571730 
Epoch   59/2999 | Train: 0.9020336492 | Test: 0.0076239973 
Epoch   60/2999 | Train: 0.9017057218 | Test: 0.0075851347 
Epoch   61/2999 | Train: 0.9014674105 | Test: 0.0075501401 
Epoch   62/2999 | Train: 0.9011820921 | Test: 0.0075197349 
Epoch   63/2999 | Train: 0.9009349894 | Test: 0.0074829144 
Epoch   64/2999 | Train: 0.9006767512 | Test: 0.0074496139 
Epoch   65/2999 | Train: 0.9004504305 | Test: 0.0074143555 
Epoch   66/2999 | Train: 0.9002015031 | Test: 0.0073820856 
Epoch   67/2999 | Train: 0.8999174248 | Test: 0.0073538903 
Epoch   68/2999 | Train: 0.8997365374 | Test: 0.0073223350 
Epoch   69/2999 | Train: 0.8995262641 | Test: 0.0072900996 
Epoch   70/2999 | Train: 0.8992695068 | Test: 0.0072607217 
Epoch   71/2999 | Train: 0.8990677194 | Test: 0.0072326001 
Epoch   72/2999 | Train: 0.8988425144 | Test: 0.0072005699 
Epoch   73/2999 | Train: 0.8986475243 | Test: 0.0071820635 
Epoch   74/2999 | Train: 0.8983956661 | Test: 0.0071477987 
Epoch   75/2999 | Train: 0.8982226385 | Test: 0.0071200235 
Epoch   76/2999 | Train: 0.8980184038 | Test: 0.0070976234 
Epoch   77/2999 | Train: 0.8978176701 | Test: 0.0070693914 
